"Sample Name","CT","Delta Rn","Tm1","Tm2","Tm3","Tm4","Annealing_temperature(?C)","Primer_concentration_(uM)","Primer_volume","Primer_name","Sample_volume","Additional_comments","Well Position","filename","run_endtime","Well","Omit","Target Name","Task","Reporter","Quencher","Ct Mean","Ct SD","Quantity","Quantity Mean","Quantity SD","Y-Intercept","R(superscript 2)","Slope","Efficiency","Automatic Ct Threshold","Ct Threshold","Automatic Baseline","Baseline Start","Baseline End","Amp Status","Comments","Cq Conf","CQCONF","HIGHSD","MTP"
"789_BC","34.6999244689941","2.14643716812134","88.33837890625","84.0545959472656","","","55","10","0.5","16SNEST","4.4","control_bleach_sentino","G11","2022-10-24_fieldtrip2_16SNEST_plate3","2022-10-24 17:54:25 PM AWST","83","FALSE","Target 1","UNKNOWN","SYBR","None","36.2721061706543","1.40301096439362","","","","","","","","TRUE","0.128277170156783","TRUE","3","29","Amp","55, 10, 0.5, 16SNEST, 4.4, control_bleach_sentino","0.975721698804095","N","Y","Y"
"789_BC","36.7196235656738","1.89117872714996","80.0454254150391","83.7250823974609","63.4595146179199","67.3588485717773","55","10","0.5","16SNEST","4.4","control_bleach_sentino","G12","2022-10-24_fieldtrip2_16SNEST_plate3","2022-10-24 17:54:25 PM AWST","84","FALSE","Target 1","UNKNOWN","SYBR","None","36.2721061706543","1.40301096439362","","","","","","","","TRUE","0.128277170156783","TRUE","3","31","Amp","55, 10, 0.5, 16SNEST, 4.4, control_bleach_sentino","0.885368907176359","N","Y","Y"
"824_EEC","35.8818283081055","2.65898680686951","84.1409606933594","","","","55","10","0.5","16SNEST","4.4","control_extraction","H1","2022-10-24_fieldtrip2_16SNEST_plate3","2022-10-24 17:54:25 PM AWST","85","FALSE","Target 1","UNKNOWN","SYBR","None","37.0016670227051","3.72407507896423","","","","","","","","TRUE","0.128277170156783","TRUE","3","32","Amp","55, 10, 0.5, 16SNEST, 4.4, control_extraction","0.931143188778905","N","Y","N"
"824_EEC","33.966007232666","2.7250189781189","84.4153518676758","","","","55","10","0.5","16SNEST","4.4","control_extraction","H2","2022-10-24_fieldtrip2_16SNEST_plate3","2022-10-24 17:54:25 PM AWST","86","FALSE","Target 1","UNKNOWN","SYBR","None","37.0016670227051","3.72407507896423","","","","","","","","TRUE","0.128277170156783","TRUE","3","30","Amp","55, 10, 0.5, 16SNEST, 4.4, control_extraction","0.935997806675652","N","Y","N"
"824_EEC","41.157169342041","2.64159345626831","84.5849304199219","","","","55","10","0.5","16SNEST","4.4","control_extraction","H3","2022-10-24_fieldtrip2_16SNEST_plate3","2022-10-24 17:54:25 PM AWST","87","FALSE","Target 1","UNKNOWN","SYBR","None","37.0016670227051","3.72407507896423","","","","","","","","TRUE","0.128277170156783","TRUE","3","36","Amp","55, 10, 0.5, 16SNEST, 4.4, control_extraction","0.936718829389658","N","Y","N"
"825_EEC","39.8691062927246","2.26155781745911","83.8700637817383","","","","55","10","0.5","16SNEST","4.4","control_extraction","H4","2022-10-24_fieldtrip2_16SNEST_plate3","2022-10-24 17:54:25 PM AWST","88","FALSE","Target 1","UNKNOWN","SYBR","None","39.3907737731934","2.84579873085022","","","","","","","","TRUE","0.128277170156783","TRUE","3","35","Amp","55, 10, 0.5, 16SNEST, 4.4, control_extraction","0.919964822740749","N","Y","N"
"825_EEC","36.3361167907715","2.20068097114563","84.0128021240234","91.3755950927734","79.6171035766602","","55","10","0.5","16SNEST","4.4","control_extraction","H5","2022-10-24_fieldtrip2_16SNEST_plate3","2022-10-24 17:54:25 PM AWST","89","FALSE","Target 1","UNKNOWN","SYBR","None","39.3907737731934","2.84579873085022","","","","","","","","TRUE","0.128277170156783","TRUE","3","31","Amp","55, 10, 0.5, 16SNEST, 4.4, control_extraction","0.908050169872075","N","Y","Y"
"825_EEC","41.9670906066895","1.8377251625061","83.9578552246094","","","","55","10","0.5","16SNEST","4.4","control_extraction","H6","2022-10-24_fieldtrip2_16SNEST_plate3","2022-10-24 17:54:25 PM AWST","90","FALSE","Target 1","UNKNOWN","SYBR","None","39.3907737731934","2.84579873085022","","","","","","","","TRUE","0.128277170156783","TRUE","3","38","Amp","55, 10, 0.5, 16SNEST, 4.4, control_extraction","0.914903976949403","N","Y","N"
"846_EEC","35.3803977966309","2.4877986907959","81.1174240112305","","","","55","10","0.5","16SNEST","4.4","control_extraction","H7","2022-10-24_fieldtrip2_16SNEST_plate3","2022-10-24 17:54:25 PM AWST","91","FALSE","Target 1","UNKNOWN","SYBR","None","35.7133331298828","0.742049634456635","","","","","","","","TRUE","0.128277170156783","TRUE","3","31","Amp","55, 10, 0.5, 16SNEST, 4.4, control_extraction","0.923729697023068","N","Y","N"
"846_EEC","36.5635414123535","2.43195199966431","81.1174240112305","","","","55","10","0.5","16SNEST","4.4","control_extraction","H8","2022-10-24_fieldtrip2_16SNEST_plate3","2022-10-24 17:54:25 PM AWST","92","FALSE","Target 1","UNKNOWN","SYBR","None","35.7133331298828","0.742049634456635","","","","","","","","TRUE","0.128277170156783","TRUE","3","32","Amp","55, 10, 0.5, 16SNEST, 4.4, control_extraction","0.919314115378059","N","Y","N"
"846_EEC","35.1960563659668","2.39910268783569","81.1847076416016","","","","55","10","0.5","16SNEST","4.4","control_extraction","H9","2022-10-24_fieldtrip2_16SNEST_plate3","2022-10-24 17:54:25 PM AWST","93","FALSE","Target 1","UNKNOWN","SYBR","None","35.7133331298828","0.742049634456635","","","","","","","","TRUE","0.128277170156783","TRUE","3","31","Amp","55, 10, 0.5, 16SNEST, 4.4, control_extraction","0.928622991296102","N","Y","N"
"BLANK08","34.8295288085938","2.80812048912048","83.93505859375","","","","55","10","0.5","16SNEST","4.4","control_PCR","H10","2022-10-24_fieldtrip2_16SNEST_plate3","2022-10-24 17:54:25 PM AWST","94","FALSE","Target 1","UNKNOWN","SYBR","None","36.5034561157227","1.83577716350555","","","","","","","","TRUE","0.128277170156783","TRUE","3","29","Amp","55, 10, 0.5, 16SNEST, 4.4, control_PCR","0.930673413231638","N","Y","N"
"BLANK08","36.2141189575195","2.92551374435425","84.3292007446289","","","","55","10","0.5","16SNEST","4.4","control_PCR","H11","2022-10-24_fieldtrip2_16SNEST_plate3","2022-10-24 17:54:25 PM AWST","95","FALSE","Target 1","UNKNOWN","SYBR","None","36.5034561157227","1.83577716350555","","","","","","","","TRUE","0.128277170156783","TRUE","3","32","Amp","55, 10, 0.5, 16SNEST, 4.4, control_PCR","0.94258687853066","N","Y","N"
"BLANK08","38.4667205810547","2.76672649383545","84.1095199584961","","","","55","10","0.5","16SNEST","4.4","control_PCR","H12","2022-10-24_fieldtrip2_16SNEST_plate3","2022-10-24 17:54:25 PM AWST","96","FALSE","Target 1","UNKNOWN","SYBR","None","36.5034561157227","1.83577716350555","","","","","","","","TRUE","0.128277170156783","TRUE","3","34","Amp","55, 10, 0.5, 16SNEST, 4.4, control_PCR","0.906189510314598","N","Y","N"
