"Sample Name","CT","Delta Rn","Tm1","Tm2","Tm3","Tm4","Annealing_temperature(?C)","Primer_concentration_(uM)","Primer_volume","Primer_name","Sample_volume","Additional_comments","Well Position","filename","run_endtime","Well","Omit","Target Name","Task","Reporter","Quencher","Ct Mean","Ct SD","Quantity","Quantity Mean","Quantity SD","Y-Intercept","R(superscript 2)","Slope","Efficiency","Automatic Ct Threshold","Ct Threshold","Automatic Baseline","Baseline Start","Baseline End","Amp Status","Comments","Cq Conf","MTP","HIGHSD","OUTLIERRG"
"758_BC","35.8359222412109","2.13015866279602","81.2822265625","72.8657150268555","88.9836120605469","","65","10","0.5","Lutjanidae1","4.4","control_bleach_sentino","G9","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 17:22:56 PM AWST","81","FALSE","Target 1","UNKNOWN","SYBR","None","32.7073364257812","4.28393411636353","","","","","","","","TRUE","0.135016590886038","TRUE","3","30","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_bleach_sentino","0.925177742344041","Y","Y","N"
"789_BC","32.1408386230469","2.15954947471619","83.2075805664062","","","","65","10","0.5","Lutjanidae1","4.4","control_bleach_sentino","G10","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 17:22:56 PM AWST","82","FALSE","Target 1","UNKNOWN","SYBR","None","31.7054691314697","0.70734691619873","","","","","","","","TRUE","0.135016590886038","TRUE","3","27","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_bleach_sentino","0.933886091306948","N","Y","N"
"789_BC","30.8893032073975","2.30251908302307","83.1077117919922","","","","65","10","0.5","Lutjanidae1","4.4","control_bleach_sentino","G11","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 17:22:56 PM AWST","83","FALSE","Target 1","UNKNOWN","SYBR","None","31.7054691314697","0.70734691619873","","","","","","","","TRUE","0.135016590886038","TRUE","3","25","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_bleach_sentino","0.951604831647505","N","Y","N"
"789_BC","32.0862655639648","2.42078566551208","83.1625823974609","","","","65","10","0.5","Lutjanidae1","4.4","control_bleach_sentino","G12","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 17:22:56 PM AWST","84","FALSE","Target 1","UNKNOWN","SYBR","None","31.7054691314697","0.70734691619873","","","","","","","","TRUE","0.135016590886038","TRUE","3","27","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_bleach_sentino","0.923400853427663","N","Y","N"
"824_EEC","36.376335144043","2.46104001998901","82.4305725097656","","","","65","10","0.5","Lutjanidae1","4.4","control_extraction","H1","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 17:22:56 PM AWST","85","FALSE","Target 1","UNKNOWN","SYBR","None","38.6918983459473","5.78301286697388","","","","","","","","TRUE","0.135016590886038","TRUE","3","32","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_extraction","0.922058202867313","N","Y","N"
"824_EEC","45.2738723754883","0.763871788978577","81.6631851196289","","","","65","10","0.5","Lutjanidae1","4.4","control_extraction","H2","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 17:22:56 PM AWST","86","FALSE","Target 1","UNKNOWN","SYBR","None","38.6918983459473","5.78301286697388","","","","","","","","TRUE","0.135016590886038","TRUE","3","40","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_extraction","0.855748982537833","N","Y","N"
"824_EEC","34.4254875183105","2.02189254760742","71.2667770385742","82.3152160644531","79.9516143798828","89.8457412719727","65","10","0.5","Lutjanidae1","4.4","control_extraction","H3","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 17:22:56 PM AWST","87","FALSE","Target 1","UNKNOWN","SYBR","None","38.6918983459473","5.78301286697388","","","","","","","","TRUE","0.135016590886038","TRUE","3","30","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_extraction","0.920665257120535","Y","Y","N"
"825_EEC","35.390941619873","2.24960684776306","83.1946868896484","","","","65","10","0.5","Lutjanidae1","4.4","control_extraction","H4","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 17:22:56 PM AWST","88","FALSE","Target 1","UNKNOWN","SYBR","None","35.677188873291","1.95669794082642","","","","","","","","TRUE","0.135016590886038","TRUE","3","30","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_extraction","0.919529546986752","N","Y","N"
"825_EEC","37.7612419128418","2.20391154289246","82.1318511962891","","","","65","10","0.5","Lutjanidae1","4.4","control_extraction","H5","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 17:22:56 PM AWST","89","FALSE","Target 1","UNKNOWN","SYBR","None","35.677188873291","1.95669794082642","","","","","","","","TRUE","0.135016590886038","TRUE","3","33","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_extraction","0.924416231116315","N","Y","N"
"825_EEC","33.8793792724609","2.29990410804749","83.3947525024414","","","","65","10","0.5","Lutjanidae1","4.4","control_extraction","H6","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 17:22:56 PM AWST","90","FALSE","Target 1","UNKNOWN","SYBR","None","35.677188873291","1.95669794082642","","","","","","","","TRUE","0.135016590886038","TRUE","3","28","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_extraction","0.923746579696855","N","Y","N"
"846_EEC","37.8757286071777","2.29327154159546","81.5949172973633","","","","65","10","0.5","Lutjanidae1","4.4","control_extraction","H7","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 17:22:56 PM AWST","91","FALSE","Target 1","UNKNOWN","SYBR","None","37.2078666687012","0.658966958522797","","","","","","","","TRUE","0.135016590886038","TRUE","3","32","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_extraction","0.916630557420246","N","Y","N"
"846_EEC","36.5581703186035","2.42905139923096","81.9795761108398","","","","65","10","0.5","Lutjanidae1","4.4","control_extraction","H8","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 17:22:56 PM AWST","92","FALSE","Target 1","UNKNOWN","SYBR","None","37.2078666687012","0.658966958522797","","","","","","","","TRUE","0.135016590886038","TRUE","3","31","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_extraction","0.925147753378098","N","Y","N"
"846_EEC","37.1897010803223","2.23178148269653","83.2075805664062","91.7341156005859","73.0857543945312","","65","10","0.5","Lutjanidae1","4.4","control_extraction","H9","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 17:22:56 PM AWST","93","FALSE","Target 1","UNKNOWN","SYBR","None","37.2078666687012","0.658966958522797","","","","","","","","TRUE","0.135016590886038","TRUE","3","32","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_extraction","0.910121008687838","Y","Y","N"
"BLANK02","35.8002243041992","2.64702272415161","83.2075805664062","","","","65","10","0.5","Lutjanidae1","4.4","control_PCR","H10","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 17:22:56 PM AWST","94","FALSE","Target 1","UNKNOWN","SYBR","None","32.9031028747559","2.57478952407837","","","","","","","","TRUE","0.135016590886038","TRUE","3","31","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_PCR","0.918093232808379","N","Y","N"
"BLANK02","32.0329437255859","2.66867184638977","83.2723236083984","","","","65","10","0.5","Lutjanidae1","4.4","control_PCR","H11","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 17:22:56 PM AWST","95","FALSE","Target 1","UNKNOWN","SYBR","None","32.9031028747559","2.57478952407837","","","","","","","","TRUE","0.135016590886038","TRUE","3","26","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_PCR","0.916743135707355","N","Y","N"
"BLANK02","30.8761367797852","2.51684427261353","83.2723236083984","","","","65","10","0.5","Lutjanidae1","4.4","control_PCR","H12","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 17:22:56 PM AWST","96","FALSE","Target 1","UNKNOWN","SYBR","None","32.9031028747559","2.57478952407837","","","","","","","","TRUE","0.135016590886038","TRUE","3","26","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_PCR","0.939788546603173","N","Y","N"
