"Sample Name","CT","Delta Rn","Tm1","Tm2","Tm3","Tm4","Annealing_temperature(?C)","Primer_concentration_(uM)","Primer_volume","Primer_name","Sample_volume","Additional_comments","Well Position","filename","run_endtime","Well","Omit","Target Name","Task","Reporter","Quencher","Ct Mean","Ct SD","Quantity","Quantity Mean","Quantity SD","Y-Intercept","R(superscript 2)","Slope","Efficiency","Automatic Ct Threshold","Ct Threshold","Automatic Baseline","Baseline Start","Baseline End","Amp Status","Comments","Cq Conf","CQCONF","EXPFAIL","HIGHSD","MTP","NOAMP","OUTLIERRG"
"788_WC","Undetermined","0.129586115479469","80.2131881713867","","","","55","10","0.5","16S","4.4","control_sentino","F1","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","61","FALSE","Target 1","UNKNOWN","SYBR","None","","","","","","","","","","TRUE","0.164306873824341","TRUE","3","44","Inconclusive","55, 10, 0.5, 16S, 4.4, control_sentino","0","Y","N","N","N","N","N"
"788_WC","Undetermined","-0.00128016271628439","55.8754615783691","","","","55","10","0.5","16S","4.4","control_sentino","F2","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","62","FALSE","Target 1","UNKNOWN","SYBR","None","","","","","","","","","","TRUE","0.164306873824341","TRUE","3","49","No Amp","55, 10, 0.5, 16S, 4.4, control_sentino","0","Y","Y","N","N","N","N"
"788_WC","Undetermined","-0.00867101270705462","55.9304084777832","","","","55","10","0.5","16S","4.4","control_sentino","F3","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","63","FALSE","Target 1","UNKNOWN","SYBR","None","","","","","","","","","","TRUE","0.164306873824341","TRUE","3","49","No Amp","55, 10, 0.5, 16S, 4.4, control_sentino","0","Y","Y","N","N","Y","N"
"798","Undetermined","-0.0119691099971533","55.6022033691406","","","","55","10","0.5","16S","4.4","sentino","F4","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","64","FALSE","Target 1","UNKNOWN","SYBR","None","","","","","","","","","","TRUE","0.164306873824341","TRUE","3","49","No Amp","55, 10, 0.5, 16S, 4.4, sentino","0","Y","Y","N","N","N","N"
"798","Undetermined","-0.0120278131216764","56.4226112365723","","","","55","10","0.5","16S","4.4","sentino","F5","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","65","FALSE","Target 1","UNKNOWN","SYBR","None","","","","","","","","","","TRUE","0.164306873824341","TRUE","3","49","No Amp","55, 10, 0.5, 16S, 4.4, sentino","0","Y","Y","N","N","N","N"
"798","Undetermined","-0.0170231610536575","55.5477714538574","","","","55","10","0.5","16S","4.4","sentino","F6","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","66","FALSE","Target 1","UNKNOWN","SYBR","None","","","","","","","","","","TRUE","0.164306873824341","TRUE","3","49","No Amp","55, 10, 0.5, 16S, 4.4, sentino","0","Y","Y","N","N","N","N"
"799","Undetermined","0.00660930154845119","55.6566886901855","","","","55","10","0.5","16S","4.4","sentino","F7","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","67","FALSE","Target 1","UNKNOWN","SYBR","None","49.7192115783691","","","","","","","","","TRUE","0.164306873824341","TRUE","3","49","No Amp","55, 10, 0.5, 16S, 4.4, sentino","0","Y","Y","N","N","N","N"
"799","Undetermined","-0.0104560041800141","55.2739105224609","","","","55","10","0.5","16S","4.4","sentino","F8","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","68","FALSE","Target 1","UNKNOWN","SYBR","None","49.7192115783691","","","","","","","","","TRUE","0.164306873824341","TRUE","3","49","No Amp","55, 10, 0.5, 16S, 4.4, sentino","0","Y","Y","N","N","N","N"
"799","49.7192115783691","0.18028524518013","82.5177993774414","","","","55","10","0.5","16S","4.4","sentino","F9","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","69","FALSE","Target 1","UNKNOWN","SYBR","None","49.7192115783691","","","","","","","","","TRUE","0.164306873824341","TRUE","3","43","Inconclusive","55, 10, 0.5, 16S, 4.4, sentino","0","Y","N","N","N","N","N"
"800","Undetermined","-0.00488034542649984","55.0004005432129","","","","55","10","0.5","16S","4.4","sentino","F10","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","70","FALSE","Target 1","UNKNOWN","SYBR","None","44.9257659912109","","","","","","","","","TRUE","0.164306873824341","TRUE","3","49","No Amp","55, 10, 0.5, 16S, 4.4, sentino","0","Y","Y","N","N","Y","N"
"800","Undetermined","0.00416085589677095","55.709888458252","","","","55","10","0.5","16S","4.4","sentino","F11","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","71","FALSE","Target 1","UNKNOWN","SYBR","None","44.9257659912109","","","","","","","","","TRUE","0.164306873824341","TRUE","3","49","No Amp","55, 10, 0.5, 16S, 4.4, sentino","0","Y","Y","N","N","Y","N"
"800","44.9257659912109","1.06877279281616","81.0806350708008","","","","55","10","0.5","16S","4.4","sentino","F12","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","72","FALSE","Target 1","UNKNOWN","SYBR","None","44.9257659912109","","","","","","","","","TRUE","0.164306873824341","TRUE","3","40","Amp","55, 10, 0.5, 16S, 4.4, sentino","0.911867321765754","N","N","N","N","N","N"
"801_WC","Undetermined","-0.0781695246696472","55.3285484313965","","","","55","10","0.5","16S","4.4","control_sentino","G1","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","73","FALSE","Target 1","UNKNOWN","SYBR","None","","","","","","","","","","TRUE","0.164306873824341","TRUE","3","24","No Amp","55, 10, 0.5, 16S, 4.4, control_sentino","0","Y","N","N","N","N","N"
"801_WC","Undetermined","-0.0597952418029308","55.0004005432129","","","","55","10","0.5","16S","4.4","control_sentino","G2","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","74","FALSE","Target 1","UNKNOWN","SYBR","None","","","","","","","","","","TRUE","0.164306873824341","TRUE","3","17","No Amp","55, 10, 0.5, 16S, 4.4, control_sentino","0","Y","N","N","N","N","N"
"801_WC","Undetermined","-0.0187367629259825","55.0551986694336","","","","55","10","0.5","16S","4.4","control_sentino","G3","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","75","FALSE","Target 1","UNKNOWN","SYBR","None","","","","","","","","","","TRUE","0.164306873824341","TRUE","3","49","No Amp","55, 10, 0.5, 16S, 4.4, control_sentino","0","Y","Y","N","N","N","N"
"681_BC","Undetermined","-0.00213933875784278","56.2586097717285","","","","55","10","0.5","16S","4.4","control_bleach_sentino","G4","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","76","FALSE","Target 1","UNKNOWN","SYBR","None","","","","","","","","","","TRUE","0.164306873824341","TRUE","3","43","No Amp","55, 10, 0.5, 16S, 4.4, control_bleach_sentino","0","Y","N","N","N","N","N"
"681_BC","Undetermined","-0.0568683557212353","56.4226112365723","","","","55","10","0.5","16S","4.4","control_bleach_sentino","G5","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","77","FALSE","Target 1","UNKNOWN","SYBR","None","","","","","","","","","","TRUE","0.164306873824341","TRUE","3","9","No Amp","55, 10, 0.5, 16S, 4.4, control_bleach_sentino","0","Y","N","N","N","N","N"
"681_BC","Undetermined","0.0411683656275272","80.4806823730469","","","","55","10","0.5","16S","4.4","control_bleach_sentino","G6","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","78","FALSE","Target 1","UNKNOWN","SYBR","None","","","","","","","","","","TRUE","0.164306873824341","TRUE","3","45","No Amp","55, 10, 0.5, 16S, 4.4, control_bleach_sentino","0","Y","N","N","N","N","N"
"758_BC","Undetermined","-0.0110486671328545","56.1488265991211","","","","55","10","0.5","16S","4.4","control_bleach_sentino","G7","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","79","FALSE","Target 1","UNKNOWN","SYBR","None","","","","","","","","","","TRUE","0.164306873824341","TRUE","3","43","No Amp","55, 10, 0.5, 16S, 4.4, control_bleach_sentino","0","Y","N","N","N","N","N"
"758_BC","Undetermined","0.103683456778526","55.711368560791","","","","55","10","0.5","16S","4.4","control_bleach_sentino","G8","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","80","FALSE","Target 1","UNKNOWN","SYBR","None","","","","","","","","","","TRUE","0.164306873824341","TRUE","3","45","Inconclusive","55, 10, 0.5, 16S, 4.4, control_bleach_sentino","0","Y","N","N","N","N","N"
"758_BC","Undetermined","-0.0510708056390285","56.2039451599121","","","","55","10","0.5","16S","4.4","control_bleach_sentino","G9","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","81","FALSE","Target 1","UNKNOWN","SYBR","None","","","","","","","","","","TRUE","0.164306873824341","TRUE","3","21","No Amp","55, 10, 0.5, 16S, 4.4, control_bleach_sentino","0","Y","N","N","N","N","N"
"789_BC","46.1266136169434","0.811670184135437","80.9313125610352","","","","55","10","0.5","16S","4.4","control_bleach_sentino","G10","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","82","FALSE","Target 1","UNKNOWN","SYBR","None","46.2880783081055","0.228342860937119","","","","","","","","TRUE","0.164306873824341","TRUE","3","41","Inconclusive","55, 10, 0.5, 16S, 4.4, control_bleach_sentino","0.915225360753302","N","N","N","N","N","N"
"789_BC","46.4495391845703","0.787748873233795","80.4259033203125","","","","55","10","0.5","16S","4.4","control_bleach_sentino","G11","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","83","FALSE","Target 1","UNKNOWN","SYBR","None","46.2880783081055","0.228342860937119","","","","","","","","TRUE","0.164306873824341","TRUE","3","41","Amp","55, 10, 0.5, 16S, 4.4, control_bleach_sentino","0.911305497866403","N","N","N","N","N","N"
"789_BC","Undetermined","-0.114194810390472","55.3279647827148","","","","55","10","0.5","16S","4.4","control_bleach_sentino","G12","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","84","FALSE","Target 1","UNKNOWN","SYBR","None","46.2880783081055","0.228342860937119","","","","","","","","TRUE","0.164306873824341","TRUE","3","8","No Amp","55, 10, 0.5, 16S, 4.4, control_bleach_sentino","0","Y","N","N","N","N","N"
"824_EEC","47.4583778381348","0.535880088806152","81.5257797241211","64.0244979858398","66.8137664794922","61.3993072509766","55","10","0.5","16S","4.4","control_extraction","H1","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","85","FALSE","Target 1","UNKNOWN","SYBR","None","44.528751373291","2.7553882598877","","","","","","","","TRUE","0.164306873824341","TRUE","3","42","Inconclusive","55, 10, 0.5, 16S, 4.4, control_extraction","0.725575138766631","Y","N","Y","Y","N","N"
"824_EEC","41.9891662597656","2.00179934501648","59.4304122924805","72.1188430786133","70.0405654907227","88.7450561523438","55","10","0.5","16S","4.4","control_extraction","H2","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","86","FALSE","Target 1","UNKNOWN","SYBR","None","44.528751373291","2.7553882598877","","","","","","","","TRUE","0.164306873824341","TRUE","3","37","Amp","55, 10, 0.5, 16S, 4.4, control_extraction","0.907228206881809","N","N","Y","Y","N","N"
"824_EEC","44.1387176513672","1.59336614608765","81.4208679199219","75.1849975585938","","","55","10","0.5","16S","4.4","control_extraction","H3","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","87","FALSE","Target 1","UNKNOWN","SYBR","None","44.528751373291","2.7553882598877","","","","","","","","TRUE","0.164306873824341","TRUE","3","39","Amp","55, 10, 0.5, 16S, 4.4, control_extraction","0.898520303309297","N","N","Y","Y","N","N"
"825_EEC","Undetermined","0.0196261033415794","55.0004997253418","","","","55","10","0.5","16S","4.4","control_extraction","H4","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","88","FALSE","Target 1","UNKNOWN","SYBR","None","","","","","","","","","","TRUE","0.164306873824341","TRUE","3","45","No Amp","55, 10, 0.5, 16S, 4.4, control_extraction","0","Y","N","N","N","N","N"
"825_EEC","Undetermined","-0.0132306683808565","55.0009994506836","","","","55","10","0.5","16S","4.4","control_extraction","H5","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","89","FALSE","Target 1","UNKNOWN","SYBR","None","","","","","","","","","","TRUE","0.164306873824341","TRUE","3","49","No Amp","55, 10, 0.5, 16S, 4.4, control_extraction","0","Y","Y","N","N","N","N"
"825_EEC","Undetermined","-0.0242509040981531","55.0009994506836","","","","55","10","0.5","16S","4.4","control_extraction","H6","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","90","FALSE","Target 1","UNKNOWN","SYBR","None","","","","","","","","","","TRUE","0.164306873824341","TRUE","3","49","No Amp","55, 10, 0.5, 16S, 4.4, control_extraction","0","Y","Y","N","N","N","N"
"846_EEC","Undetermined","-0.0168551299721003","55.0004997253418","","","","55","10","0.5","16S","4.4","control_extraction","H7","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","91","FALSE","Target 1","UNKNOWN","SYBR","None","","","","","","","","","","TRUE","0.164306873824341","TRUE","3","49","No Amp","55, 10, 0.5, 16S, 4.4, control_extraction","0","Y","Y","N","N","N","N"
"846_EEC","Undetermined","-0.0146868163719773","55.0551834106445","","","","55","10","0.5","16S","4.4","control_extraction","H8","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","92","FALSE","Target 1","UNKNOWN","SYBR","None","","","","","","","","","","TRUE","0.164306873824341","TRUE","3","42","No Amp","55, 10, 0.5, 16S, 4.4, control_extraction","0","Y","N","N","N","N","N"
"846_EEC","Undetermined","-0.015541554428637","55.2739334106445","","","","55","10","0.5","16S","4.4","control_extraction","H9","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","93","FALSE","Target 1","UNKNOWN","SYBR","None","","","","","","","","","","TRUE","0.164306873824341","TRUE","3","49","No Amp","55, 10, 0.5, 16S, 4.4, control_extraction","0","Y","Y","N","N","N","N"
"BLANK04","Undetermined","0.0726223364472389","55.0004005432129","","","","55","10","0.5","16S","4.4","control_PCR","H10","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","94","FALSE","Target 1","UNKNOWN","SYBR","None","43.7453269958496","4.7235164642334","","","","","","","","TRUE","0.164306873824341","TRUE","3","45","No Amp","55, 10, 0.5, 16S, 4.4, control_PCR","0","Y","N","N","N","N","N"
"BLANK04","47.0853576660156","0.6014524102211","81.0260696411133","72.1872329711914","","","55","10","0.5","16S","4.4","control_PCR","H11","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","95","FALSE","Target 1","UNKNOWN","SYBR","None","43.7453269958496","4.7235164642334","","","","","","","","TRUE","0.164306873824341","TRUE","3","42","Amp","55, 10, 0.5, 16S, 4.4, control_PCR","0.791691654708544","Y","N","Y","Y","N","N"
"BLANK04","40.4052963256836","2.24906492233276","80.2076568603516","67.7678146362305","72.023551940918","57.0739059448242","55","10","0.5","16S","4.4","control_PCR","H12","2022-10-14_fieldtrip2_16S_plate3","2022-10-14 18:16:32 PM AWST","96","FALSE","Target 1","UNKNOWN","SYBR","None","43.7453269958496","4.7235164642334","","","","","","","","TRUE","0.164306873824341","TRUE","3","35","Amp","55, 10, 0.5, 16S, 4.4, control_PCR","0.93204776912913","N","N","Y","Y","N","N"
