"Sample Name","CT","Delta Rn","Tm1","Tm2","Tm3","Tm4","Annealing_temperature(?C)","Primer_concentration_(uM)","Primer_volume","Primer_name","Sample_volume","Additional_comments","Well Position","filename","run_endtime","Well","Omit","Target Name","Task","Reporter","Quencher","Ct Mean","Ct SD","Quantity","Quantity Mean","Quantity SD","Y-Intercept","R(superscript 2)","Slope","Efficiency","Automatic Ct Threshold","Ct Threshold","Automatic Baseline","Baseline Start","Baseline End","Amp Status","Comments","Cq Conf","CQCONF","HIGHSD","OUTLIERRG","MTP"
"743","35.2029724121094","2.56749510765076","83.0040817260742","","","","65","10","0.5","Lutjanidae1","4.4","sentino","G8","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 14:00:17 PM AWST","80","FALSE","Target 1","UNKNOWN","SYBR","None","37.0125274658203","1.67655646800995","","","","","","","","TRUE","0.0952924585079589","TRUE","3","31","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.943575040802396","N","Y","N","N"
"743","37.3215026855469","2.27793645858765","81.2758407592773","","","","65","10","0.5","Lutjanidae1","4.4","sentino","G9","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 14:00:17 PM AWST","81","FALSE","Target 1","UNKNOWN","SYBR","None","37.0125274658203","1.67655646800995","","","","","","","","TRUE","0.0952924585079589","TRUE","3","33","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.949390642489817","N","Y","N","N"
"744","37.3860206604004","2.04752731323242","81.056640625","82.6458282470703","73.1655197143555","71.5215301513672","65","10","0.5","Lutjanidae1","4.4","sentino","G10","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 14:00:17 PM AWST","82","FALSE","Target 1","UNKNOWN","SYBR","None","42.6483116149902","6.47416925430298","","","","","","","","TRUE","0.0952924585079589","TRUE","3","33","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.948656299272847","N","Y","N","Y"
"744","40.6809692382812","1.97946119308472","80.9116897583008","","","","65","10","0.5","Lutjanidae1","4.4","sentino","G11","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 14:00:17 PM AWST","83","FALSE","Target 1","UNKNOWN","SYBR","None","42.6483116149902","6.47416925430298","","","","","","","","TRUE","0.0952924585079589","TRUE","3","36","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.954613411277466","N","Y","N","N"
"744","49.8779449462891","0.100157648324966","81.6224822998047","","","","65","10","0.5","Lutjanidae1","4.4","sentino","G12","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 14:00:17 PM AWST","84","FALSE","Target 1","UNKNOWN","SYBR","None","42.6483116149902","6.47416925430298","","","","","","","","TRUE","0.0952924585079589","TRUE","3","44","No Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0","Y","Y","N","N"
"745_WC","32.1928024291992","2.08751630783081","83.1879119873047","93.6194458007812","72.2102279663086","","65","10","0.5","Lutjanidae1","4.4","control_sentino","H1","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 14:00:17 PM AWST","85","FALSE","Target 1","UNKNOWN","SYBR","None","35.168643951416","3.16277527809143","","","","","","","","TRUE","0.0952924585079589","TRUE","3","28","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_sentino","0.94835567706608","N","Y","N","Y"
"745_WC","38.4899826049805","2.00419330596924","83.4609909057617","","","","65","10","0.5","Lutjanidae1","4.4","control_sentino","H2","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 14:00:17 PM AWST","86","FALSE","Target 1","UNKNOWN","SYBR","None","35.168643951416","3.16277527809143","","","","","","","","TRUE","0.0952924585079589","TRUE","3","35","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_sentino","0.921109066086154","N","Y","N","N"
"745_WC","34.8231430053711","2.07723712921143","83.1267776489258","","","","65","10","0.5","Lutjanidae1","4.4","control_sentino","H3","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 14:00:17 PM AWST","87","FALSE","Target 1","UNKNOWN","SYBR","None","35.168643951416","3.16277527809143","","","","","","","","TRUE","0.0952924585079589","TRUE","3","30","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_sentino","0.933128322038801","N","Y","N","N"
"746","32.3970565795898","2.34881520271301","81.5934066772461","93.9698638916016","91.9436264038086","71.1336669921875","65","10","0.5","Lutjanidae1","4.4","sentino","H4","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 14:00:17 PM AWST","88","FALSE","Target 1","UNKNOWN","SYBR","None","39.2377891540527","6.03005886077881","","","","","","","","TRUE","0.0952924585079589","TRUE","3","28","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.920873300703144","N","Y","N","Y"
"746","43.7828254699707","1.34912097454071","82.2775421142578","","","","65","10","0.5","Lutjanidae1","4.4","sentino","H5","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 14:00:17 PM AWST","89","FALSE","Target 1","UNKNOWN","SYBR","None","39.2377891540527","6.03005886077881","","","","","","","","TRUE","0.0952924585079589","TRUE","3","39","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.865830798144509","N","Y","N","N"
"746","41.5334892272949","2.05869007110596","81.2387161254883","","","","65","10","0.5","Lutjanidae1","4.4","sentino","H6","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 14:00:17 PM AWST","90","FALSE","Target 1","UNKNOWN","SYBR","None","39.2377891540527","6.03005886077881","","","","","","","","TRUE","0.0952924585079589","TRUE","3","37","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.908334551200336","N","Y","N","N"
"747","38.6827125549316","2.34036040306091","82.9493560791016","","","","65","10","0.5","Lutjanidae1","4.4","sentino","H7","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 14:00:17 PM AWST","91","FALSE","Target 1","UNKNOWN","SYBR","None","40.1218376159668","2.43744468688965","","","","","","","","TRUE","0.0952924585079589","TRUE","3","34","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.957393089246533","N","Y","N","N"
"747","42.9361152648926","1.63548040390015","82.1832504272461","","","","65","10","0.5","Lutjanidae1","4.4","sentino","H8","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 14:00:17 PM AWST","92","FALSE","Target 1","UNKNOWN","SYBR","None","40.1218376159668","2.43744468688965","","","","","","","","TRUE","0.0952924585079589","TRUE","3","39","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.924144110501562","N","Y","Y","N"
"747","38.7466888427734","2.32728862762451","77.6042785644531","66.3155822753906","70.6995391845703","86.6461868286133","65","10","0.5","Lutjanidae1","4.4","sentino","H9","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 14:00:17 PM AWST","93","FALSE","Target 1","UNKNOWN","SYBR","None","40.1218376159668","2.43744468688965","","","","","","","","TRUE","0.0952924585079589","TRUE","3","35","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.913285316721492","N","Y","N","Y"
"748","35.9280700683594","2.4519202709198","81.3854370117188","88.3997650146484","72.507926940918","69.0007629394531","65","10","0.5","Lutjanidae1","4.4","sentino","H10","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 14:00:17 PM AWST","94","FALSE","Target 1","UNKNOWN","SYBR","None","35.8145599365234","0.879151344299316","","","","","","","","TRUE","0.0952924585079589","TRUE","3","32","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.945168274523251","N","Y","N","Y"
"748","36.6314430236816","2.50510835647583","82.9894027709961","","","","65","10","0.5","Lutjanidae1","4.4","sentino","H11","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 14:00:17 PM AWST","95","FALSE","Target 1","UNKNOWN","SYBR","None","35.8145599365234","0.879151344299316","","","","","","","","TRUE","0.0952924585079589","TRUE","3","32","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.913129529244619","N","Y","N","N"
"748","34.8841667175293","2.5886116027832","83.1534271240234","66.1490097045898","88.4023818969727","92.2297439575195","65","10","0.5","Lutjanidae1","4.4","sentino","H12","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-14 14:00:17 PM AWST","96","FALSE","Target 1","UNKNOWN","SYBR","None","35.8145599365234","0.879151344299316","","","","","","","","TRUE","0.0952924585079589","TRUE","3","31","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.914800695037845","N","Y","N","Y"
